Recipe_code,Recipe_name,Ingredient,Unit_weight_amount
R60524A,Vegetarian Italian Subs,"Veggie Crumbles, Italian",8
R60524A,Vegetarian Italian Subs,"Cheese, Shredded Mozzarella - 2 Ounce (oz)",2
R60524A,Vegetarian Italian Subs,"Bell Pepper, Green",1
R60524A,Vegetarian Italian Subs,"Onion, Red",1
R60524A,Vegetarian Italian Subs,Tomato Paste,6
R60524A,Vegetarian Italian Subs,"Pepper, Thai Bird's Eye Chili",1
R60524A,Vegetarian Italian Subs,"Cheese, Shredded Parmesan",1
R10211A,Sauteed Chicken Breasts with Dijon Herb Sauce,"Chicken, Breasts",12
R10211A,Sauteed Chicken Breasts with Dijon Herb Sauce,Shallot,2
R10211A,Sauteed Chicken Breasts with Dijon Herb Sauce,"Stock Concentrate, Chicken",9.6
R10211A,Sauteed Chicken Breasts with Dijon Herb Sauce,Lemon,1
R10211A,Sauteed Chicken Breasts with Dijon Herb Sauce,Dijon Mustard Packet,10
R10211A,Sauteed Chicken Breasts with Dijon Herb Sauce,Tarragon,0.25
R10211A,Sauteed Chicken Breasts with Dijon Herb Sauce,Parsley,0.25
R10211A,Sauteed Chicken Breasts with Dijon Herb Sauce,"Squash, Zucchini",8
R10211A,Sauteed Chicken Breasts with Dijon Herb Sauce,"Garlic, Peeled",2
R10211A,Sauteed Chicken Breasts with Dijon Herb Sauce,"Potato, Red C",10
R10211A,Sauteed Chicken Breasts with Dijon Herb Sauce,"Pepper, White",1
R15154A,Chicken & Poblano Tacos with Tomatillo Salsa and Lime Crema,"Chicken, Thighs, Boneless/Skinless",12
R15154A,Chicken & Poblano Tacos with Tomatillo Salsa and Lime Crema,"Sauce, Green Salsa - Private Label",7.06
R15154A,Chicken & Poblano Tacos with Tomatillo Salsa and Lime Crema,"Tortillas, 6-inch Flour",6
R15154A,Chicken & Poblano Tacos with Tomatillo Salsa and Lime Crema,"Pepper, Poblano",1
R15154A,Chicken & Poblano Tacos with Tomatillo Salsa and Lime Crema,Sour Cream,1
R15154A,Chicken & Poblano Tacos with Tomatillo Salsa and Lime Crema,Lime,1
R15154A,Chicken & Poblano Tacos with Tomatillo Salsa and Lime Crema,"Cheese, Shredded Monterey Jack",1
R15154A,Chicken & Poblano Tacos with Tomatillo Salsa and Lime Crema,"Tomato, Roma",1
R45116A,Bangers and Mash with Thyme Gravy,"Sausage, Raw Lean Sweet Italian Pork",9
R45116A,Bangers and Mash with Thyme Gravy,"Potato, White C",12
R45116A,Bangers and Mash with Thyme Gravy,"Squash, Zucchini",8
R45116A,Bangers and Mash with Thyme Gravy,"Tomato, Grape",4
R45116A,Bangers and Mash with Thyme Gravy,Scallions,2
R45116A,Bangers and Mash with Thyme Gravy,"Thyme, Fresh",0.25
R45116A,Bangers and Mash with Thyme Gravy,"Demi Glace, Chicken",1
R10181B,Seared Chicken with Fig-Balsamic,"Chicken, Breasts",12
R10181B,Seared Chicken with Fig-Balsamic,Shallot,2
R10181B,Seared Chicken with Fig-Balsamic,"Vinegar, Balsamic",25
R10181B,Seared Chicken with Fig-Balsamic,"Stock Concentrate, Chicken",9.6
R10181B,Seared Chicken with Fig-Balsamic,"Jam, Fig",1
R10181B,Seared Chicken with Fig-Balsamic,Rosemary,0.25
R10181B,Seared Chicken with Fig-Balsamic,"Lettuce, Spring Mix",2
R10181B,Seared Chicken with Fig-Balsamic,Lemon,1
R35124A,One sheet fish tacos,Tilapia,11
R35124A,One sheet fish tacos,"Tortillas, 6-inch Flour",6
R35124A,One sheet fish tacos,"Cabbage, Shredded Red",4
R35124A,One sheet fish tacos,Cilantro,0.25
R35124A,One sheet fish tacos,Mayonnaise,1
R35124A,One sheet fish tacos,Sour Cream,1
R35124A,One sheet fish tacos,Lime,1
R35124A,One sheet fish tacos,"Garlic, Peeled",2
R35124A,One sheet fish tacos,"Spice, Southwest Spice - ""Warm n' Smoky""",1
R35124A,One sheet fish tacos,Shallot,2
R25128A,Cheesy Meatball Skillet,"Beef, Ground",10
R25128A,Cheesy Meatball Skillet,Meatloaf Mix Blend,1
R25128A,Cheesy Meatball Skillet,"Breadcrumbs, Panko",0.5
R25128A,Cheesy Meatball Skillet,Tuscan Heat Spice,1
R25128A,Cheesy Meatball Skillet,"Tomato, Crushed",13.76
R25128A,Cheesy Meatball Skillet,"Cheese, Shredded Mozzarella - 2 Ounce (oz)",2
R25128A,Cheesy Meatball Skillet,"Garlic, Peeled",2
R25128A,Cheesy Meatball Skillet,"Pasta, Penne",6
R25128A,Cheesy Meatball Skillet,"Spinach, Baby",5
R25128A,Cheesy Meatball Skillet,"Herb, Basil",0.5
R25128A,Cheesy Meatball Skillet,"Cheese, Shredded Parmesan",1
R60326,Freekeh & Brussels Sprouts Salad,Brussels Sprouts,8
R60326,Freekeh & Brussels Sprouts Salad,"Apple, Fuji",1
R60326,Freekeh & Brussels Sprouts Salad,"Squash, Butternut",8
R60326,Freekeh & Brussels Sprouts Salad,Lemon,1
R60326,Freekeh & Brussels Sprouts Salad,Shallot,2
R60326,Freekeh & Brussels Sprouts Salad,Freekeh,0.75
R60326,Freekeh & Brussels Sprouts Salad,Walnuts,1
R66674A,,,
R20037B,Steak Tagliata (Family Friendly),"Vinegar, Balsamic",25
R20037B,Steak Tagliata (Family Friendly),"Steak, Ranch",10
R20037B,Steak Tagliata (Family Friendly),Green Beans,6
R20037B,Steak Tagliata (Family Friendly),"Garlic, Peeled",2
R20037B,Steak Tagliata (Family Friendly),"Tomato, Grape",4
R20037B,Steak Tagliata (Family Friendly),Rosemary,0.25
R20037B,Steak Tagliata (Family Friendly),"Stock Concentrate, Beef",12
R45109C,Pork carnitas (non-romaine),"Pork, Ground",10
R45109C,Pork carnitas (non-romaine),"Tortillas, 6-inch Flour",6
R45109C,Pork carnitas (non-romaine),"Onion, Red",1
R45109C,Pork carnitas (non-romaine),"Pepper, Poblano",1
R45109C,Pork carnitas (non-romaine),Lime,1
R45109C,Pork carnitas (non-romaine),"Vinegar, White Wine",25
R45109C,Pork carnitas (non-romaine),Cilantro,0.25
R45109C,Pork carnitas (non-romaine),Fajita Spice Blend,1
R45109C,Pork carnitas (non-romaine),Tomato Paste,6
R45109C,Pork carnitas (non-romaine),"Stock Concentrate, Chicken",9.6
R45109C,Pork carnitas (non-romaine),"Tomato, Roma",1
R45109C,Pork carnitas (non-romaine),Sour Cream,1
R45109C,Pork carnitas (non-romaine),"Cheese, Shredded Monterey Jack",1
R60392B,"Veggie Lo Mein with Mushrooms, Green Beans, and Sweet Ginger-Soy Sauce","Mushrooms, Button",4
R60392B,"Veggie Lo Mein with Mushrooms, Green Beans, and Sweet Ginger-Soy Sauce",Green Beans,6
R60392B,"Veggie Lo Mein with Mushrooms, Green Beans, and Sweet Ginger-Soy Sauce","Noodles, Fresh Udon",8
R60392B,"Veggie Lo Mein with Mushrooms, Green Beans, and Sweet Ginger-Soy Sauce",Ginger,1
R60392B,"Veggie Lo Mein with Mushrooms, Green Beans, and Sweet Ginger-Soy Sauce","Garlic, Peeled",2
R60392B,"Veggie Lo Mein with Mushrooms, Green Beans, and Sweet Ginger-Soy Sauce","Stock Concentrate, Veggie",9.6
R60392B,"Veggie Lo Mein with Mushrooms, Green Beans, and Sweet Ginger-Soy Sauce",Scallions,2
R60392B,"Veggie Lo Mein with Mushrooms, Green Beans, and Sweet Ginger-Soy Sauce","Sauce, Hoisin",1
R60392B,"Veggie Lo Mein with Mushrooms, Green Beans, and Sweet Ginger-Soy Sauce",Soy Sauce,1
R60392B,"Veggie Lo Mein with Mushrooms, Green Beans, and Sweet Ginger-Soy Sauce",Honey .5oz,0.5
R60392B,"Veggie Lo Mein with Mushrooms, Green Beans, and Sweet Ginger-Soy Sauce",Sesame Oil,1
R45110A,"Spaghetti with Fresh Tomatoes, Chorizo, Hot Chilies, and Basil","Garlic, Peeled",2
R45110A,"Spaghetti with Fresh Tomatoes, Chorizo, Hot Chilies, and Basil","Herb, Basil",0.5
R45110A,"Spaghetti with Fresh Tomatoes, Chorizo, Hot Chilies, and Basil","Pepper, Jalapeno",1
R45110A,"Spaghetti with Fresh Tomatoes, Chorizo, Hot Chilies, and Basil","Pasta, Spaghetti",6
R45110A,"Spaghetti with Fresh Tomatoes, Chorizo, Hot Chilies, and Basil","Chorizo, Fresh Ground",6
R45110A,"Spaghetti with Fresh Tomatoes, Chorizo, Hot Chilies, and Basil","Cheese, Shredded Parmesan",1
R60421B,Fatoush Salad with Crispy Chickpeas and Chips,"Bread, Flatbread",2
R60421B,Fatoush Salad with Crispy Chickpeas and Chips,"Beans, Chickpeas",13.4
R60421B,Fatoush Salad with Crispy Chickpeas and Chips,"Cheese, Feta",2
R60421B,Fatoush Salad with Crispy Chickpeas and Chips,"Olives, Black",1
R60421B,Fatoush Salad with Crispy Chickpeas and Chips,"Tomato, Grape",4
R60421B,Fatoush Salad with Crispy Chickpeas and Chips,Shallot,2
R60421B,Fatoush Salad with Crispy Chickpeas and Chips,"Cumin, Ground",1
R60421B,Fatoush Salad with Crispy Chickpeas and Chips,"Vinegar, White Wine",25
R60421B,Fatoush Salad with Crispy Chickpeas and Chips,"Garlic, Peeled",2
R60421B,Fatoush Salad with Crispy Chickpeas and Chips,Parsley,0.25
R66680A,,,
R45096A,Hawaiian Pork Burgers with Salad,"Garlic, Peeled",2
R45096A,Hawaiian Pork Burgers with Salad,Cilantro,0.25
R45096A,Hawaiian Pork Burgers with Salad,"Onion, Red",1
R45096A,Hawaiian Pork Burgers with Salad,"Pineapple, In-Juice",4
R45096A,Hawaiian Pork Burgers with Salad,"Pork, Ground",10
R45096A,Hawaiian Pork Burgers with Salad,Soy Sauce,1
R45096A,Hawaiian Pork Burgers with Salad,Honey .5oz,0.5
R45096A,Hawaiian Pork Burgers with Salad,"Cucumber, Persian",1
R45096A,Hawaiian Pork Burgers with Salad,"Bread, Brioche Buns",2
R45096A,Hawaiian Pork Burgers with Salad,"Lettuce, Spring Mix",2
R45096A,Hawaiian Pork Burgers with Salad,"Vinegar, White Wine",25
R45096A,Hawaiian Pork Burgers with Salad,Mayonnaise,1
R25073C,Hoisin-Glazed Meatballs with Green Beans and Rice,"Beef, Ground",10
R25073C,Hoisin-Glazed Meatballs with Green Beans and Rice,"Breadcrumbs, Panko",0.5
R25073C,Hoisin-Glazed Meatballs with Green Beans and Rice,Ginger,1
R25073C,Hoisin-Glazed Meatballs with Green Beans and Rice,Scallions,2
R25073C,Hoisin-Glazed Meatballs with Green Beans and Rice,"Sauce, Hoisin",1
R25073C,Hoisin-Glazed Meatballs with Green Beans and Rice,Green Beans,6
R25073C,Hoisin-Glazed Meatballs with Green Beans and Rice,"Sesame Seeds, White",1
R25073C,Hoisin-Glazed Meatballs with Green Beans and Rice,Lime,1
R25073C,Hoisin-Glazed Meatballs with Green Beans and Rice,"Rice, Jasmine",0.5
R25073C,Hoisin-Glazed Meatballs with Green Beans and Rice,Eggs,2
R25073C,Hoisin-Glazed Meatballs with Green Beans and Rice,Garlic Powder,1
R10181,Seared Chicken with Fig-Balsamic,"Chicken, Breasts",12
R10181,Seared Chicken with Fig-Balsamic,Shallot,2
R10181,Seared Chicken with Fig-Balsamic,"Vinegar, Balsamic",25
R10181,Seared Chicken with Fig-Balsamic,"Stock Concentrate, Chicken",9.6
R10181,Seared Chicken with Fig-Balsamic,"Jam, Fig",1
R10181,Seared Chicken with Fig-Balsamic,Rosemary,0.25
R10181,Seared Chicken with Fig-Balsamic,"Lettuce, Spring Mix",2
R10181,Seared Chicken with Fig-Balsamic,Lemon,1
R60155,Wild Mushroom Lo Mein,"Mushrooms, Mixed Wild",4
R60155,Wild Mushroom Lo Mein,Green Beans,6
R60155,Wild Mushroom Lo Mein,"Noodles, Fresh Udon",8
R60155,Wild Mushroom Lo Mein,Ginger,1
R60155,Wild Mushroom Lo Mein,"Garlic, Peeled",2
R60155,Wild Mushroom Lo Mein,"Stock Concentrate, Veggie",9.6
R60155,Wild Mushroom Lo Mein,Scallions,2
R60155,Wild Mushroom Lo Mein,"Sauce, Hoisin",1
R60155,Wild Mushroom Lo Mein,Soy Sauce,1
R60155,Wild Mushroom Lo Mein,Honey .5oz,0.5
R60155,Wild Mushroom Lo Mein,Cashews Pieces,1
R60155,Wild Mushroom Lo Mein,Sesame Oil,1
R35054,Parmesan Crusted Tilapia,Tilapia,11
R35054,Parmesan Crusted Tilapia,"Potato, White C",12
R35054,Parmesan Crusted Tilapia,Lemon,1
R35054,Parmesan Crusted Tilapia,"Garlic, Peeled",2
R35054,Parmesan Crusted Tilapia,Parsley,0.25
R35054,Parmesan Crusted Tilapia,"Oregano, Dried",1
R35054,Parmesan Crusted Tilapia,"Breadcrumbs, Panko",0.5
R35054,Parmesan Crusted Tilapia,"Cheese, Shredded Parmesan",1
R60288,Roasted Vegetable Quesadillas,"Tortillas, 6-inch Flour",6
R60288,Roasted Vegetable Quesadillas,"Squash, Zucchini",8
R60288,Roasted Vegetable Quesadillas,Lime,1
R60288,Roasted Vegetable Quesadillas,"Lettuce, Arugula",2
R60288,Roasted Vegetable Quesadillas,Mayonnaise,1
R60288,Roasted Vegetable Quesadillas,"Oregano, Dried",1
R60288,Roasted Vegetable Quesadillas,"Bell Pepper, Red/Orange/Yellow - Hot House Grown",1
R60288,Roasted Vegetable Quesadillas,"Tomato, Roma",1
R60288,Roasted Vegetable Quesadillas,Cilantro,0.25
R60288,Roasted Vegetable Quesadillas,"Onion, Red",1
R60288,Roasted Vegetable Quesadillas,Chipotle Powder,1
R45084,UK Herbed Pork with Sicilian Caponata,"Eggplant, Italian - 24-30 ct",1
R45084,UK Herbed Pork with Sicilian Caponata,"Onion, Red",1
R45084,UK Herbed Pork with Sicilian Caponata,"Garlic, Peeled",2
R45084,UK Herbed Pork with Sicilian Caponata,"Bell Pepper, Red/Orange/Yellow - Hot House Grown",1
R45084,UK Herbed Pork with Sicilian Caponata,"Pork, Ground",10
R45084,UK Herbed Pork with Sicilian Caponata,"Spice, Italian Seasoning - ""So Delizioso""",1
R45084,UK Herbed Pork with Sicilian Caponata,"Tomato, Diced",14
R45084,UK Herbed Pork with Sicilian Caponata,"Olives, Green",1
R45084,UK Herbed Pork with Sicilian Caponata,"Vinegar, White Wine",25
R45084,UK Herbed Pork with Sicilian Caponata,"Bread, Ciabatta",1
R10255A,,,
R80087A,Ribeye with Maitre D' Butter Roasted Baby Carrots over Truffle Mashed Potatoes,"Potato, Yukon B",12
R80087A,Ribeye with Maitre D' Butter Roasted Baby Carrots over Truffle Mashed Potatoes,"Carrots, Baby Stemmed",8
R80087A,Ribeye with Maitre D' Butter Roasted Baby Carrots over Truffle Mashed Potatoes,"Garlic, Peeled",2
R80087A,Ribeye with Maitre D' Butter Roasted Baby Carrots over Truffle Mashed Potatoes,Hazelnuts,1
R80087A,Ribeye with Maitre D' Butter Roasted Baby Carrots over Truffle Mashed Potatoes,Parsley,0.25
R80087A,Ribeye with Maitre D' Butter Roasted Baby Carrots over Truffle Mashed Potatoes,Paprika,1
R80087A,Ribeye with Maitre D' Butter Roasted Baby Carrots over Truffle Mashed Potatoes,"Steak, Ribeye",12
R80087A,Ribeye with Maitre D' Butter Roasted Baby Carrots over Truffle Mashed Potatoes,"Spice, Bold & Savory Montreal Steak Spice",1
R80087A,Ribeye with Maitre D' Butter Roasted Baby Carrots over Truffle Mashed Potatoes,Sour Cream,1
R80087A,Ribeye with Maitre D' Butter Roasted Baby Carrots over Truffle Mashed Potatoes,"Cheese, Shredded Gruyere",2
R35118B,Turkish Spiced Salmon With Orange Arugula Salad And Couscous,"Salmon, Skin-On",10
R35118B,Turkish Spiced Salmon With Orange Arugula Salad And Couscous,"Stock Concentrate, Veggie",9.6
R35118B,Turkish Spiced Salmon With Orange Arugula Salad And Couscous,"Couscous, French",0.75
R35118B,Turkish Spiced Salmon With Orange Arugula Salad And Couscous,"Spice, Turkish Spice Blend - ""All Spice Grand Bazaar""",1
R35118B,Turkish Spiced Salmon With Orange Arugula Salad And Couscous,Lemon,1
R35118B,Turkish Spiced Salmon With Orange Arugula Salad And Couscous,"Sugar, Brown",1
R35118B,Turkish Spiced Salmon With Orange Arugula Salad And Couscous,Dijon Mustard Packet,10
R35118B,Turkish Spiced Salmon With Orange Arugula Salad And Couscous,Sour Cream,1
R35118B,Turkish Spiced Salmon With Orange Arugula Salad And Couscous,Orange,1
R35118B,Turkish Spiced Salmon With Orange Arugula Salad And Couscous,"Lettuce, Arugula",2
R99999B,,,
R10125,Do the Dukkah Chicken with Sweet Potatoes and Snap Peas,"Chicken, Breasts",12
R10125,Do the Dukkah Chicken with Sweet Potatoes and Snap Peas,"Spice, Dukkah - ""Nutty Sesame Crunch""",1
R10125,Do the Dukkah Chicken with Sweet Potatoes and Snap Peas,Lime,1
R10125,Do the Dukkah Chicken with Sweet Potatoes and Snap Peas,Sugar Snap Peas,6
R25114A,Cheesy meatball bake,"Beef, Ground",10
R25114A,Cheesy meatball bake,"Cheese, Ricotta",4
R25114A,Cheesy meatball bake,"Breadcrumbs, Panko",0.5
R25114A,Cheesy meatball bake,"Cheese, Shredded Mozzarella - 2 Ounce (oz)",2
R25114A,Cheesy meatball bake,Meatloaf Mix Blend,1
R25114A,Cheesy meatball bake,"Pasta, Spaghetti",6
R25114A,Cheesy meatball bake,"Onion, Yellow",1
R25114A,Cheesy meatball bake,"Tomato, Crushed",13.76
R25114A,Cheesy meatball bake,Lemon,1
R25114A,Cheesy meatball bake,"Lettuce, Spring Mix",4
R25114A,Cheesy meatball bake,"Spice, Italian Seasoning - ""So Delizioso""",1
R60431,BE Pearl Barley Salad,"Squash, Zucchini",8
R60431,BE Pearl Barley Salad,"Tomato, Heirloom Grape",4
R60431,BE Pearl Barley Salad,"Thyme, Fresh",0.25
R60431,BE Pearl Barley Salad,Scallions,2
R60431,BE Pearl Barley Salad,"Couscous, Israeli",0.75
R60431,BE Pearl Barley Salad,"Paprika, Smoked",1
R60431,BE Pearl Barley Salad,"Beans, Chickpeas",13.4
R60431,BE Pearl Barley Salad,"Cheese, Feta",2
R60431,BE Pearl Barley Salad,"Stock Concentrate, Veggie",9.6
R60431,BE Pearl Barley Salad,Lemon,1
R60431,BE Pearl Barley Salad,"Garlic, Peeled",2
R45060,UK Super Quick Creamy Pasta with Peas and Pancetta,"Mint, Fresh",0.25
R45060,UK Super Quick Creamy Pasta with Peas and Pancetta,"Garlic, Peeled",2
R45060,UK Super Quick Creamy Pasta with Peas and Pancetta,"Pasta, Penne",6
R45060,UK Super Quick Creamy Pasta with Peas and Pancetta,"Stock Concentrate, Veggie",9.6
R45060,UK Super Quick Creamy Pasta with Peas and Pancetta,Pine Nuts,1
R45060,UK Super Quick Creamy Pasta with Peas and Pancetta,"Pork, Pancetta",4
R45060,UK Super Quick Creamy Pasta with Peas and Pancetta,"Peas, Fresh and Frozen - 4 Ounce (oz)",4
R45060,UK Super Quick Creamy Pasta with Peas and Pancetta,"Cheese, Shredded Parmesan",1
R20153B,Steak Caprese with Garlic-Roasted Potatoes (Classic),"Steak, Minute",10
R20153B,Steak Caprese with Garlic-Roasted Potatoes (Classic),"Herb, Basil",0.5
R20153B,Steak Caprese with Garlic-Roasted Potatoes (Classic),"Cheese, Fresh Mozzarella - 4 Ounce (oz)",4
R20153B,Steak Caprese with Garlic-Roasted Potatoes (Classic),"Potato, Yukon B",12
R20153B,Steak Caprese with Garlic-Roasted Potatoes (Classic),Balsamic Glaze,25
R20153B,Steak Caprese with Garlic-Roasted Potatoes (Classic),"Spice, Italian Seasoning - ""So Delizioso""",1
R20153B,Steak Caprese with Garlic-Roasted Potatoes (Classic),"Tomato, Grape",4
R25133A,,,
R15182A,Chicken Mozzarella Flatbread With Sriracha-Honey Buffalo Sauce And Ranch Sauce,"Pepper, Cubanelle/Anaheim",1
R15182A,Chicken Mozzarella Flatbread With Sriracha-Honey Buffalo Sauce And Ranch Sauce,"Tomato, Roma",1
R15182A,Chicken Mozzarella Flatbread With Sriracha-Honey Buffalo Sauce And Ranch Sauce,"Chicken, Stir Fry",10
R15182A,Chicken Mozzarella Flatbread With Sriracha-Honey Buffalo Sauce And Ranch Sauce,"Spice, Ranch Spice - ""Garden Ranch""",1
R15182A,Chicken Mozzarella Flatbread With Sriracha-Honey Buffalo Sauce And Ranch Sauce,Celery Salt,1
R15182A,Chicken Mozzarella Flatbread With Sriracha-Honey Buffalo Sauce And Ranch Sauce,"Bread, Flatbread",2
R15182A,Chicken Mozzarella Flatbread With Sriracha-Honey Buffalo Sauce And Ranch Sauce,"Cheese, Shredded Mozzarella - 2 Ounce (oz)",2
R15182A,Chicken Mozzarella Flatbread With Sriracha-Honey Buffalo Sauce And Ranch Sauce,Honey .5oz,0.5
R15182A,Chicken Mozzarella Flatbread With Sriracha-Honey Buffalo Sauce And Ranch Sauce,Sriracha Sauce,1
R60530A,"Veggie ""Carnitas""","Beans, Chickpeas",13.4
R60530A,"Veggie ""Carnitas""","Tortillas, 6-inch Flour",6
R60530A,"Veggie ""Carnitas""","Pepper, Poblano",1
R60530A,"Veggie ""Carnitas""",Tomato Paste,6
R60530A,"Veggie ""Carnitas""",Lime,1
R60530A,"Veggie ""Carnitas""","Tomato, Roma",1
R60530A,"Veggie ""Carnitas""","Vinegar, White Wine",25
R60530A,"Veggie ""Carnitas""",Shallot,2
R60530A,"Veggie ""Carnitas""","Pepper, Jalapeno",1
R10125,Do the Dukkah Chicken with Sweet Potatoes and Snap Peas,"Chicken, Breasts",12
R10125,Do the Dukkah Chicken with Sweet Potatoes and Snap Peas,"Spice, Dukkah - ""Nutty Sesame Crunch""",1
R10125,Do the Dukkah Chicken with Sweet Potatoes and Snap Peas,Lime,1
R10125,Do the Dukkah Chicken with Sweet Potatoes and Snap Peas,Sugar Snap Peas,6
R20059,Seared Steak and Creamy Chipotle Pan-Sauce,"Steak, Sirloin",12
R20059,Seared Steak and Creamy Chipotle Pan-Sauce,Corn Kernels,13.4
R20059,Seared Steak and Creamy Chipotle Pan-Sauce,"Pepper, Poblano",1
R20059,Seared Steak and Creamy Chipotle Pan-Sauce,"Potato, Russet",12
R20059,Seared Steak and Creamy Chipotle Pan-Sauce,"Stock Concentrate, Beef",12
R20059,Seared Steak and Creamy Chipotle Pan-Sauce,"Onion, Yellow",1
R20059,Seared Steak and Creamy Chipotle Pan-Sauce,Sour Cream,1
R20059,Seared Steak and Creamy Chipotle Pan-Sauce,Adobo Sauce,1
R20059,Seared Steak and Creamy Chipotle Pan-Sauce,Lime,1
R25090,Shawarma Beef Meatballs w Bulgur and broiled vegetables,"Beef, Ground",10
R25090,Shawarma Beef Meatballs w Bulgur and broiled vegetables,"Tomato, Roma",1
R25090,Shawarma Beef Meatballs w Bulgur and broiled vegetables,"Onion, Red",1
R25090,Shawarma Beef Meatballs w Bulgur and broiled vegetables,"Squash, Zucchini",8
R25090,Shawarma Beef Meatballs w Bulgur and broiled vegetables,Parsley,0.25
R25090,Shawarma Beef Meatballs w Bulgur and broiled vegetables,Bulgur Wheat,0.5
R25090,Shawarma Beef Meatballs w Bulgur and broiled vegetables,Sumac - 1tsp,1
R25090,Shawarma Beef Meatballs w Bulgur and broiled vegetables,Sugar Snap Peas ,8
R25090,Shawarma Beef Meatballs w Bulgur and broiled vegetables,"Stock Concentrate, Chicken",9.6
R25090,Shawarma Beef Meatballs w Bulgur and broiled vegetables,Sour Cream,1
R25090,Shawarma Beef Meatballs w Bulgur and broiled vegetables,"Breadcrumbs, Panko",0.25
R45079,Sweet Italian Sausage and Broccolini Pasta,"Sausage, Raw Lean Sweet Italian Pork",9
R45079,Sweet Italian Sausage and Broccolini Pasta,"Pasta, Gemeli",6
R45079,Sweet Italian Sausage and Broccolini Pasta,"Broccoli, Baby",6
R45079,Sweet Italian Sausage and Broccolini Pasta,"Cheese, Shredded Parmesan",1
R45079,Sweet Italian Sausage and Broccolini Pasta,"Garlic, Peeled",2
R45079,Sweet Italian Sausage and Broccolini Pasta,"Almonds, Sliced",1
R45079,Sweet Italian Sausage and Broccolini Pasta,"Oregano, Fresh",0.25
R45079,Sweet Italian Sausage and Broccolini Pasta,Lemon,1
R45063A,UK Orecchiette with Herbed Pork (f),"Sausage, Raw Lean Sweet Italian Pork",9
R45063A,UK Orecchiette with Herbed Pork (f),"Pasta, Orecchiette",6
R45063A,UK Orecchiette with Herbed Pork (f),"Broccoli, Baby",6
R45063A,UK Orecchiette with Herbed Pork (f),"Pesto, Fresh 2oz",2
R45063A,UK Orecchiette with Herbed Pork (f),Chili Flakes,1
R45063A,UK Orecchiette with Herbed Pork (f),"Cheese, Shredded Parmesan",1
R99999,,,
R20037B,Steak Tagliata (Family Friendly),"Vinegar, Balsamic",25
R20037B,Steak Tagliata (Family Friendly),"Steak, Ranch",10
R20037B,Steak Tagliata (Family Friendly),Green Beans,6
R20037B,Steak Tagliata (Family Friendly),"Garlic, Peeled",2
R20037B,Steak Tagliata (Family Friendly),"Tomato, Grape",4
R20037B,Steak Tagliata (Family Friendly),Rosemary,0.25
R20037B,Steak Tagliata (Family Friendly),"Stock Concentrate, Beef",12
R40098A,,,
R10169C,Honey-Ginger Glazed Chicken,"Chicken, Breasts",12
R10169C,Honey-Ginger Glazed Chicken,Ginger,1
R10169C,Honey-Ginger Glazed Chicken,"Garlic, Peeled",2
R10169C,Honey-Ginger Glazed Chicken,Soy Sauce,1
R10169C,Honey-Ginger Glazed Chicken,"Stock Concentrate, Chicken",9.6
R10169C,Honey-Ginger Glazed Chicken,"Vinegar, White Wine",25
R10169C,Honey-Ginger Glazed Chicken,Green Beans,6
R10169C,Honey-Ginger Glazed Chicken,Lime,1
R10169C,Honey-Ginger Glazed Chicken,"Rice, Jasmine",0.5
R30131A,Crispy Chipotle Shrimp Tacos,Shrimp,10
R30131A,Crispy Chipotle Shrimp Tacos,Radishes,3
R30131A,Crispy Chipotle Shrimp Tacos,Chipotle Powder,1
R30131A,Crispy Chipotle Shrimp Tacos,"Tortillas, 6-inch Corn",6
R30131A,Crispy Chipotle Shrimp Tacos,"Cabbage, Shredded Red",4
R30131A,Crispy Chipotle Shrimp Tacos,Lime,1
R30131A,Crispy Chipotle Shrimp Tacos,Scallions,2
R35170A,Salmon over Tomato Couscous with Lemon Crema,"Tomato, Roma",1
R35170A,Salmon over Tomato Couscous with Lemon Crema,Lemon,1
R35170A,Salmon over Tomato Couscous with Lemon Crema,Scallions,2
R35170A,Salmon over Tomato Couscous with Lemon Crema,"Garlic, Peeled",2
R35170A,Salmon over Tomato Couscous with Lemon Crema,"Couscous, Israeli",0.5
R35170A,Salmon over Tomato Couscous with Lemon Crema,"Salmon, Skin-On",10
R35170A,Salmon over Tomato Couscous with Lemon Crema,Fry Seasoning Blend,1
R60408,Polenta Cakes with Asparagus and Mushrooms,"Polenta, Precooked",1
R60408,Polenta Cakes with Asparagus and Mushrooms,Ginger,1
R60408,Polenta Cakes with Asparagus and Mushrooms,"Garlic, Peeled",2
R60408,Polenta Cakes with Asparagus and Mushrooms,Sour Cream,1
R60408,Polenta Cakes with Asparagus and Mushrooms,Scallions,2
R60408,Polenta Cakes with Asparagus and Mushrooms,"Cheese, Ricotta",4
R60408,Polenta Cakes with Asparagus and Mushrooms,"Mushrooms, Button",8
R60408,Polenta Cakes with Asparagus and Mushrooms,"Breadcrumbs, Panko",0.25
R60408,Polenta Cakes with Asparagus and Mushrooms,Asparagus,6
R10082,Rosemary-Walnut Crusted Chicken,"Chicken, Breasts",12
R10082,Rosemary-Walnut Crusted Chicken,"Potato, Russet",12
R10082,Rosemary-Walnut Crusted Chicken,"Lettuce, Spring Mix",2
R10082,Rosemary-Walnut Crusted Chicken,"Breadcrumbs, Panko",0.25
R10082,Rosemary-Walnut Crusted Chicken,Rosemary,0.25
R10082,Rosemary-Walnut Crusted Chicken,Walnuts,1
